Agent_ID,Product_Category,Commission_Percentage
Agent_1551867,Electronics,44.57
Agent_1399822,Fashion,13.15
Agent_234570,Home & Furniture,70.69
Agent_1825891,Electronics,97.72
Agent_37994,Home & Furniture,66.93
Agent_1307899,Electronics,67.85
Agent_1184089,Home & Furniture,72.48
Agent_1791007,Fashion,53.39
Agent_332314,Auto & Accessories,49.72
Agent_71458,Home & Furniture,9.07
Agent_2289535,Home & Furniture,92.27
Agent_2083056,Home & Furniture,4.98
Agent_907367,Fashion,99.66
Agent_62572,Home & Furniture,66.80
Agent_2068928,Electronics,25.74
Agent_1037889,Auto & Accessories,83.85
Agent_675929,Auto & Accessories,83.28
Agent_1160052,Home & Furniture,45.46
Agent_2234498,Auto & Accessories,21.72
Agent_880516,Auto & Accessories,17.24
Agent_1646617,Auto & Accessories,92.11
Agent_1474073,Home & Furniture,67.24
Agent_856567,Fashion,56.57
Agent_1113257,Home & Furniture,6.56
Agent_1670808,Fashion,28.33
Agent_1563730,Electronics,1.04
Agent_2351270,Auto & Accessories,65.24
Agent_768333,Auto & Accessories,95.59
Agent_126845,Electronics,63.44
Agent_1184472,Fashion,7.16
Agent_2124194,Home & Furniture,77.62
Agent_2249122,Home & Furniture,44.70
Agent_1360344,Auto & Accessories,72.55
Agent_2022696,Electronics,26.73
Agent_2265648,Fashion,31.45
Agent_1729556,Fashion,50.27
Agent_2372652,Auto & Accessories,39.45
Agent_1235582,Home & Furniture,95.01
Agent_841022,Electronics,57.36
Agent_1767561,Auto & Accessories,92.97
Agent_2097931,Home & Furniture,16.86
Agent_1788081,Auto & Accessories,40.25
Agent_296712,Electronics,97.39
Agent_301849,Electronics,59.48
Agent_1721967,Auto & Accessories,17.28
Agent_1089311,Fashion,30.56
Agent_2147307,Fashion,37.99
Agent_537741,Auto & Accessories,3.07
Agent_924701,Auto & Accessories,25.04
Agent_1028098,Home & Furniture,37.71
Agent_1912654,Electronics,13.80
Agent_1616211,Auto & Accessories,72.44
Agent_117440,Fashion,92.41
Agent_1513098,Fashion,45.34
Agent_1126839,Fashion,4.42
Agent_1868779,Auto & Accessories,82.34
Agent_1387654,Home & Furniture,36.58
Agent_1322879,Fashion,53.70
Agent_2159222,Electronics,2.05
Agent_828025,Electronics,75.62
Agent_2127652,Fashion,57.65
Agent_542881,Electronics,40.48
Agent_1638371,Auto & Accessories,75.75
Agent_622076,Home & Furniture,47.69
Agent_1601787,Auto & Accessories,65.20
Agent_1985856,Fashion,45.53
Agent_1753107,Auto & Accessories,9.64
Agent_1680379,Home & Furniture,62.60
Agent_1493288,Home & Furniture,72.78
Agent_1435930,Home & Furniture,66.01
Agent_1067648,Electronics,26.60
Agent_1154930,Electronics,16.49
Agent_1058618,Auto & Accessories,18.81
Agent_243301,Fashion,8.93
Agent_799886,Home & Furniture,78.45
Agent_1486819,Auto & Accessories,22.33
Agent_1289459,Auto & Accessories,89.40
Agent_654009,Auto & Accessories,99.07
Agent_711305,Electronics,27.47
Agent_1358954,Auto & Accessories,80.44
Agent_1561718,Auto & Accessories,89.97
Agent_1688675,Electronics,52.29
Agent_2299711,Home & Furniture,20.38
Agent_1263589,Fashion,18.42
Agent_1716766,Home & Furniture,34.81
Agent_2148084,Home & Furniture,42.38
Agent_2358636,Electronics,54.85
Agent_66791,Electronics,87.15
Agent_42820,Fashion,12.78
Agent_18985,Electronics,62.74
Agent_932069,Home & Furniture,1.12
Agent_1812732,Fashion,75.55
Agent_2282470,Electronics,91.86
Agent_1923516,Fashion,18.92
Agent_1156586,Fashion,86.34
Agent_285376,Auto & Accessories,68.21
Agent_1697816,Electronics,98.32
Agent_108195,Electronics,73.04
Agent_1243188,Auto & Accessories,16.23
Agent_1154799,Fashion,11.72
Agent_530470,Electronics,94.37
Agent_1279879,Auto & Accessories,56.35
Agent_2218934,Auto & Accessories,62.67
Agent_392224,Home & Furniture,60.46
Agent_1749828,Fashion,19.25
Agent_587873,Electronics,15.31
Agent_805433,Fashion,4.17
Agent_862743,Electronics,6.06
Agent_1913940,Fashion,15.15
Agent_363057,Auto & Accessories,14.60
Agent_1194830,Electronics,97.73
Agent_2032756,Fashion,31.23
Agent_124620,Home & Furniture,64.69
Agent_2397267,Electronics,42.20
Agent_243202,Fashion,72.00
Agent_1782508,Auto & Accessories,38.99
Agent_686924,Fashion,63.92
Agent_18962,Fashion,74.97
Agent_1887155,Auto & Accessories,3.66
Agent_2054685,Electronics,26.53
Agent_434622,Home & Furniture,23.99
Agent_404070,Auto & Accessories,21.20
Agent_83184,Fashion,67.91
Agent_2186054,Electronics,92.23
Agent_649367,Home & Furniture,89.31
Agent_709738,Electronics,93.01
Agent_129213,Fashion,4.41
Agent_1855664,Fashion,99.05
Agent_219639,Electronics,95.52
Agent_2045613,Home & Furniture,86.60
Agent_1297133,Electronics,28.81
Agent_2187290,Auto & Accessories,93.61
Agent_1671383,Fashion,37.11
Agent_2113058,Electronics,24.83
Agent_696016,Fashion,65.71
Agent_1040724,Home & Furniture,11.51
Agent_2028756,Fashion,82.79
Agent_1152812,Fashion,83.70
Agent_2170751,Electronics,20.03
Agent_1936066,Fashion,34.49
Agent_1880668,Home & Furniture,22.18
Agent_204383,Electronics,3.98
Agent_360260,Auto & Accessories,74.58
Agent_1343603,Home & Furniture,36.02
Agent_260035,Electronics,16.41
Agent_192866,Electronics,7.13
Agent_1738794,Fashion,61.49
Agent_800429,Electronics,51.13
Agent_2205686,Auto & Accessories,81.25
Agent_1586423,Home & Furniture,4.78
Agent_1752128,Electronics,18.75
Agent_294917,Fashion,24.06
Agent_2063295,Electronics,62.46
Agent_834440,Electronics,27.83
Agent_1747512,Fashion,25.10
Agent_546198,Home & Furniture,85.26
Agent_832435,Electronics,45.33
Agent_706993,Home & Furniture,3.89
Agent_1135880,Auto & Accessories,35.14
Agent_1126499,Home & Furniture,45.45
Agent_958637,Fashion,43.06
Agent_1628252,Home & Furniture,82.15
Agent_628338,Electronics,60.80
Agent_80136,Home & Furniture,79.43
Agent_1027225,Home & Furniture,83.77
Agent_195260,Home & Furniture,42.43
Agent_675023,Auto & Accessories,24.32
Agent_1893413,Auto & Accessories,41.37
Agent_1035789,Electronics,8.96
Agent_910800,Home & Furniture,32.51
Agent_2253653,Home & Furniture,28.68
Agent_2235372,Fashion,2.31
Agent_1284743,Fashion,57.37
Agent_175250,Electronics,23.69
Agent_1745390,Home & Furniture,4.94
Agent_1084918,Auto & Accessories,62.19
Agent_1438939,Home & Furniture,72.59
Agent_1427307,Home & Furniture,2.20
Agent_1396823,Electronics,69.07
Agent_1729363,Home & Furniture,63.59
Agent_1104266,Electronics,21.62
Agent_2068122,Electronics,58.81
Agent_1822729,Electronics,80.24
Agent_2266939,Fashion,72.71
Agent_6920,Fashion,70.99
Agent_1540707,Electronics,53.20
Agent_1791534,Home & Furniture,5.67
Agent_1075321,Electronics,37.11
Agent_2081814,Electronics,20.97
Agent_1191575,Fashion,20.46
Agent_162333,Auto & Accessories,37.14
Agent_1007910,Home & Furniture,10.84
Agent_1836329,Electronics,52.47
Agent_1887753,Auto & Accessories,6.47
Agent_1039078,Auto & Accessories,24.07
Agent_1168245,Auto & Accessories,85.55
Agent_1677846,Home & Furniture,88.40
Agent_2386600,Auto & Accessories,61.77
Agent_1908179,Electronics,85.11
Agent_204242,Fashion,52.91
Agent_2359343,Electronics,35.51
Agent_1382879,Home & Furniture,49.14
Agent_1190422,Home & Furniture,28.43
Agent_820665,Auto & Accessories,12.07
Agent_742563,Home & Furniture,9.42
Agent_419906,Home & Furniture,63.54
Agent_2158128,Electronics,40.59
Agent_9185,Electronics,58.10
Agent_115998,Fashion,14.98
Agent_411076,Electronics,92.79
Agent_491191,Electronics,6.47
Agent_1218464,Fashion,45.04
Agent_1477965,Fashion,82.68
Agent_188382,Fashion,70.99
Agent_1253860,Fashion,26.72
Agent_1080106,Auto & Accessories,61.51
Agent_789321,Home & Furniture,7.81
Agent_908933,Electronics,37.04
Agent_1768945,Home & Furniture,24.40
Agent_2387375,Auto & Accessories,82.14
Agent_1407111,Home & Furniture,52.59
Agent_771989,Auto & Accessories,40.41
Agent_668583,Auto & Accessories,67.99
Agent_1641986,Home & Furniture,1.33
Agent_71195,Auto & Accessories,1.69
Agent_1070067,Fashion,24.55
Agent_1544382,Auto & Accessories,54.33
Agent_62546,Home & Furniture,23.27
Agent_328778,Home & Furniture,72.26
Agent_2371025,Fashion,37.56
Agent_444702,Auto & Accessories,59.12
Agent_2247515,Electronics,85.80
Agent_975821,Home & Furniture,26.69
Agent_2337845,Electronics,2.30
Agent_1913539,Auto & Accessories,78.78
Agent_248535,Home & Furniture,43.41
Agent_2186742,Fashion,42.04
Agent_205557,Auto & Accessories,2.51
Agent_1725781,Auto & Accessories,17.84
Agent_1142130,Fashion,81.27
Agent_1386630,Home & Furniture,17.50
Agent_2146028,Home & Furniture,99.46
Agent_107992,Electronics,64.71
Agent_603669,Home & Furniture,64.62
Agent_2170209,Auto & Accessories,37.52
Agent_2184009,Home & Furniture,59.51
Agent_676077,Electronics,37.91
Agent_600021,Auto & Accessories,77.09
Agent_2168511,Electronics,37.17
Agent_1814984,Fashion,84.51
Agent_34819,Home & Furniture,54.97
Agent_163752,Auto & Accessories,15.94
Agent_2378057,Home & Furniture,27.77
Agent_1858098,Fashion,99.53
Agent_1243063,Auto & Accessories,78.48
Agent_845310,Fashion,8.92
Agent_1803433,Fashion,32.82
Agent_1428938,Electronics,8.18
Agent_2382340,Fashion,35.81
Agent_1208595,Electronics,1.40
Agent_1114636,Home & Furniture,91.43
Agent_1872753,Auto & Accessories,24.64
Agent_1040203,Home & Furniture,37.37
Agent_1066782,Home & Furniture,54.07
Agent_152207,Electronics,59.76
Agent_1689344,Auto & Accessories,83.69
Agent_2144124,Fashion,2.35
Agent_1838937,Electronics,6.42
Agent_453895,Fashion,82.04
Agent_1274982,Electronics,66.89
Agent_1644086,Electronics,38.13
Agent_632930,Electronics,58.96
Agent_2226385,Fashion,80.69
Agent_961573,Home & Furniture,29.90
Agent_919518,Auto & Accessories,78.04
Agent_1121104,Home & Furniture,75.17
Agent_1864131,Auto & Accessories,86.51
Agent_1309523,Auto & Accessories,57.38
Agent_1677540,Fashion,99.96
Agent_1056187,Home & Furniture,72.07
Agent_220513,Electronics,69.68
Agent_770782,Fashion,66.10
Agent_1430962,Fashion,15.92
Agent_544410,Home & Furniture,17.38
Agent_738725,Home & Furniture,37.18
Agent_1765908,Home & Furniture,95.23
Agent_1153673,Electronics,96.52
Agent_729740,Fashion,78.75
Agent_1677181,Home & Furniture,48.42
Agent_1020953,Auto & Accessories,86.37
Agent_523495,Electronics,73.34
Agent_1629513,Electronics,52.78
Agent_1622121,Fashion,58.13
Agent_1081756,Auto & Accessories,1.22
Agent_1724724,Fashion,83.18
Agent_234747,Electronics,14.89
Agent_1084558,Auto & Accessories,36.77
Agent_1009088,Auto & Accessories,25.02
Agent_1661975,Home & Furniture,64.22
Agent_408314,Fashion,69.26
Agent_1216537,Fashion,92.08
Agent_293012,Fashion,69.21
Agent_2261201,Electronics,82.51
Agent_1964371,Home & Furniture,19.06
Agent_428361,Fashion,68.98
Agent_2071676,Auto & Accessories,90.63
Agent_1928204,Home & Furniture,5.34
Agent_1189537,Auto & Accessories,72.87
Agent_641214,Electronics,18.47
Agent_1895887,Electronics,49.85
Agent_181208,Auto & Accessories,19.25
Agent_2139444,Electronics,74.47
Agent_620010,Fashion,1.15
Agent_38800,Electronics,71.91
Agent_641052,Home & Furniture,26.37
Agent_707473,Electronics,54.18
Agent_450330,Auto & Accessories,80.04
Agent_139021,Home & Furniture,45.36
Agent_1234325,Electronics,46.32
Agent_808006,Home & Furniture,20.59
Agent_2359523,Auto & Accessories,12.72
Agent_1260038,Home & Furniture,4.96
Agent_505062,Home & Furniture,34.39
Agent_2156644,Auto & Accessories,30.60
Agent_1944040,Electronics,15.49
Agent_2301735,Home & Furniture,8.93
Agent_457810,Electronics,8.78
Agent_230009,Auto & Accessories,63.70
Agent_2332513,Auto & Accessories,97.46
Agent_213253,Electronics,57.19
Agent_1448221,Fashion,89.07
Agent_854847,Home & Furniture,54.87
Agent_410784,Fashion,70.62
Agent_991168,Home & Furniture,77.62
Agent_1045056,Auto & Accessories,4.79
Agent_1470275,Electronics,56.29
Agent_632631,Fashion,44.35
Agent_1997089,Fashion,62.35
Agent_834299,Fashion,12.69
Agent_319241,Electronics,35.50
Agent_1185149,Auto & Accessories,57.26
Agent_278953,Auto & Accessories,85.81
Agent_297046,Electronics,25.26
Agent_572193,Home & Furniture,24.63
Agent_1949389,Home & Furniture,67.33
Agent_2059588,Auto & Accessories,27.73
Agent_743995,Auto & Accessories,48.20
Agent_2125152,Auto & Accessories,59.23
Agent_2318773,Auto & Accessories,18.24
Agent_827362,Fashion,88.23
Agent_464025,Auto & Accessories,40.31
Agent_2028079,Fashion,64.53
Agent_2307012,Auto & Accessories,93.67
Agent_679508,Electronics,47.40
Agent_1585458,Fashion,17.20
Agent_795853,Home & Furniture,1.55
Agent_133656,Fashion,74.41
Agent_194081,Auto & Accessories,48.34
Agent_1541508,Fashion,11.43
Agent_886851,Fashion,71.02
Agent_75256,Electronics,26.90
Agent_2150724,Home & Furniture,2.63
Agent_1586784,Electronics,47.02
Agent_831011,Home & Furniture,41.54
Agent_864301,Fashion,40.33
Agent_1881097,Auto & Accessories,54.03
Agent_2286792,Fashion,65.36
Agent_52841,Home & Furniture,92.57
Agent_145787,Electronics,74.93
Agent_2128695,Fashion,36.15
Agent_1070452,Auto & Accessories,22.34
Agent_2211383,Auto & Accessories,55.81
Agent_1571291,Home & Furniture,96.51
Agent_1458535,Auto & Accessories,67.26
Agent_1878122,Auto & Accessories,28.68
Agent_972369,Home & Furniture,53.43
Agent_2343274,Fashion,4.14
Agent_1416427,Electronics,20.39
Agent_498187,Fashion,26.89
Agent_1689591,Electronics,27.04
Agent_2110713,Auto & Accessories,45.72
Agent_1601341,Fashion,42.93
Agent_2273215,Fashion,64.11
Agent_1447404,Auto & Accessories,62.51
Agent_621756,Home & Furniture,53.72
Agent_447427,Auto & Accessories,5.61
Agent_1411454,Electronics,68.33
Agent_2331247,Home & Furniture,18.06
Agent_394618,Home & Furniture,10.94
Agent_324888,Electronics,75.48
Agent_1978233,Auto & Accessories,59.55
Agent_611689,Fashion,8.61
Agent_1805590,Home & Furniture,90.75
Agent_1996823,Home & Furniture,42.86
Agent_1440121,Auto & Accessories,57.10
Agent_346261,Home & Furniture,32.71
Agent_440750,Fashion,50.92
Agent_360555,Fashion,90.47
Agent_2324596,Auto & Accessories,72.26
Agent_193790,Electronics,23.42
Agent_1342623,Electronics,48.61
Agent_312895,Electronics,8.78
Agent_1318619,Electronics,70.86
Agent_2381220,Electronics,3.85
Agent_2236170,Electronics,36.41
Agent_1344201,Home & Furniture,97.84
Agent_591833,Electronics,5.58
Agent_708574,Home & Furniture,92.72
Agent_520195,Auto & Accessories,43.95
Agent_722924,Auto & Accessories,14.37
Agent_1689710,Auto & Accessories,48.42
Agent_1671788,Auto & Accessories,66.22
Agent_314173,Home & Furniture,37.84
Agent_1706499,Auto & Accessories,48.65
Agent_971032,Auto & Accessories,36.16
Agent_2227546,Fashion,45.80
Agent_312347,Home & Furniture,29.45
Agent_1422117,Auto & Accessories,28.07
Agent_1789631,Electronics,91.15
Agent_1240494,Electronics,51.50
Agent_2051013,Electronics,78.91
Agent_244720,Electronics,56.71
Agent_1114557,Fashion,16.06
Agent_1363804,Fashion,43.35
Agent_1847041,Electronics,6.18
Agent_1119824,Auto & Accessories,78.35
Agent_502453,Electronics,64.16
Agent_1764346,Electronics,35.20
Agent_1156679,Auto & Accessories,37.66
Agent_717731,Electronics,15.59
Agent_1130325,Electronics,58.85
Agent_946259,Home & Furniture,80.84
Agent_187404,Auto & Accessories,60.62
Agent_319368,Electronics,23.94
Agent_2183097,Home & Furniture,26.23
Agent_252720,Auto & Accessories,6.07
Agent_1556608,Auto & Accessories,43.24
Agent_809623,Fashion,47.81
Agent_838349,Fashion,44.35
Agent_2380654,Home & Furniture,74.43
Agent_1414704,Home & Furniture,76.19
Agent_1094809,Electronics,42.24
Agent_251404,Electronics,74.93
Agent_1834487,Auto & Accessories,24.07
Agent_280748,Home & Furniture,68.55
Agent_1741514,Home & Furniture,66.97
Agent_980272,Electronics,21.97
Agent_1037802,Auto & Accessories,84.72
Agent_1018497,Electronics,67.09
Agent_418833,Electronics,49.40
Agent_1158645,Fashion,95.24
Agent_988260,Home & Furniture,42.46
Agent_2004325,Electronics,95.07
Agent_337153,Home & Furniture,53.58
Agent_1697392,Electronics,54.13
Agent_1721042,Auto & Accessories,48.11
Agent_2110509,Home & Furniture,91.32
Agent_1808901,Electronics,28.07
Agent_219248,Electronics,83.34
Agent_984092,Fashion,84.39
Agent_2285211,Electronics,38.51
Agent_1457610,Fashion,74.14
Agent_2092188,Electronics,41.43
Agent_2065380,Electronics,43.68
Agent_1621855,Electronics,23.11
Agent_666153,Home & Furniture,89.74
Agent_1121095,Home & Furniture,67.51
Agent_163121,Auto & Accessories,72.87
Agent_762542,Electronics,42.96
Agent_431365,Electronics,65.36
Agent_356163,Auto & Accessories,77.13
Agent_946024,Home & Furniture,84.04
Agent_1852876,Fashion,82.60
Agent_2125350,Home & Furniture,39.74
Agent_1649319,Electronics,45.29
Agent_236803,Fashion,66.18
Agent_657848,Fashion,97.55
Agent_832955,Fashion,47.99
Agent_928624,Auto & Accessories,88.47
Agent_1064113,Fashion,43.95
Agent_229807,Fashion,39.59
Agent_1092184,Fashion,55.36
Agent_2194959,Home & Furniture,99.64
Agent_1381829,Home & Furniture,23.34
Agent_1953805,Electronics,97.19
Agent_1841099,Electronics,53.38
Agent_2056612,Fashion,84.51
Agent_2051761,Electronics,46.06
Agent_1861775,Auto & Accessories,73.69
Agent_584713,Auto & Accessories,95.27
Agent_1257603,Home & Furniture,78.82
Agent_1682428,Auto & Accessories,20.06
Agent_1301634,Home & Furniture,10.28
Agent_1529040,Fashion,75.56
Agent_597088,Auto & Accessories,59.14
Agent_2053005,Fashion,98.29
Agent_2241445,Electronics,31.62
Agent_1129881,Home & Furniture,42.47
Agent_916795,Electronics,13.83
Agent_600016,Fashion,51.97
Agent_429718,Auto & Accessories,94.20
Agent_2021279,Auto & Accessories,24.35
Agent_921528,Fashion,52.79
Agent_2263355,Auto & Accessories,48.02
Agent_1892778,Electronics,24.01
Agent_1141373,Fashion,31.66
Agent_2254360,Auto & Accessories,70.97
Agent_607618,Auto & Accessories,39.35
Agent_1056294,Fashion,24.99
Agent_914407,Electronics,28.15
Agent_1898079,Home & Furniture,41.09
Agent_1283042,Home & Furniture,39.76
Agent_2232174,Home & Furniture,61.40
Agent_1265220,Auto & Accessories,59.31
Agent_719246,Electronics,29.26
Agent_1737386,Fashion,51.21
Agent_41452,Fashion,53.83
Agent_830025,Fashion,31.35
Agent_1211440,Home & Furniture,28.87
Agent_1225187,Fashion,94.16
Agent_1745072,Fashion,63.21
Agent_76653,Fashion,25.51
Agent_1729656,Auto & Accessories,43.38
Agent_321639,Electronics,34.00
Agent_271111,Home & Furniture,72.26
Agent_519792,Electronics,6.24
Agent_83058,Electronics,9.64
Agent_2338755,Fashion,64.68
Agent_624505,Electronics,37.79
Agent_549284,Electronics,22.61
Agent_1851242,Electronics,91.39
Agent_2367783,Fashion,14.62
Agent_929590,Electronics,63.70
Agent_2076502,Electronics,23.04
Agent_765120,Electronics,11.19
Agent_2019637,Fashion,79.36
Agent_89611,Home & Furniture,59.84
Agent_2174344,Electronics,72.16
Agent_1579641,Auto & Accessories,59.24
Agent_1399594,Home & Furniture,85.90
Agent_762885,Fashion,93.15
Agent_1265227,Home & Furniture,26.75
Agent_493765,Home & Furniture,58.58
Agent_1171528,Fashion,11.60
Agent_1658312,Electronics,71.82
Agent_2061811,Fashion,38.37
Agent_66838,Auto & Accessories,42.21
Agent_414927,Fashion,11.63
Agent_2136460,Home & Furniture,7.71
Agent_939877,Auto & Accessories,38.91
Agent_2111477,Fashion,80.53
Agent_111085,Home & Furniture,46.34
Agent_1312156,Auto & Accessories,34.53
Agent_988784,Fashion,25.05
Agent_1737737,Home & Furniture,18.02
Agent_580001,Home & Furniture,85.00
Agent_2175090,Home & Furniture,4.70
Agent_204074,Electronics,38.18
Agent_717027,Home & Furniture,63.65
Agent_746312,Fashion,52.80
Agent_1575090,Fashion,32.25
Agent_2382750,Electronics,5.20
Agent_96717,Fashion,20.05
Agent_1725322,Electronics,61.67
Agent_1315899,Home & Furniture,83.47
Agent_1711729,Auto & Accessories,3.45
Agent_259235,Fashion,21.76
Agent_514922,Fashion,20.55
Agent_89630,Fashion,39.62
Agent_902054,Electronics,10.65
Agent_1919989,Home & Furniture,71.83
Agent_127622,Fashion,63.88
Agent_1256207,Fashion,9.70
Agent_1716853,Auto & Accessories,34.96
Agent_1007268,Auto & Accessories,92.90
Agent_2200574,Home & Furniture,63.43
Agent_729348,Electronics,70.75
Agent_782153,Fashion,84.62
Agent_169371,Electronics,28.49
Agent_1084120,Home & Furniture,71.72
Agent_1846659,Electronics,38.43
Agent_2255336,Home & Furniture,23.99
Agent_1838756,Home & Furniture,96.13
Agent_387626,Fashion,7.27
Agent_1813920,Home & Furniture,71.82
Agent_588935,Electronics,26.93
Agent_203672,Fashion,86.34
Agent_2208851,Auto & Accessories,75.59
Agent_2257081,Home & Furniture,85.68
Agent_1343483,Electronics,25.59
Agent_333750,Electronics,3.78
Agent_1776765,Auto & Accessories,58.23
Agent_849170,Auto & Accessories,89.64
Agent_378288,Fashion,94.52
Agent_1040484,Fashion,63.91
Agent_984890,Electronics,38.42
Agent_546998,Auto & Accessories,93.96
Agent_141321,Auto & Accessories,74.64
Agent_400409,Auto & Accessories,96.13
Agent_2214636,Home & Furniture,48.70
Agent_669081,Fashion,42.28
Agent_549993,Home & Furniture,66.67
Agent_303407,Electronics,48.18
Agent_2356172,Auto & Accessories,66.01
Agent_967097,Auto & Accessories,4.98
Agent_125980,Home & Furniture,62.14
Agent_2140508,Home & Furniture,24.90
Agent_1549313,Electronics,67.21
Agent_1862995,Fashion,12.52
Agent_2173608,Auto & Accessories,6.90
Agent_1914784,Auto & Accessories,24.80
Agent_1547070,Electronics,32.89
Agent_1083575,Auto & Accessories,73.17
Agent_746521,Auto & Accessories,35.97
Agent_563211,Electronics,73.99
Agent_2384370,Fashion,85.09
Agent_1994569,Auto & Accessories,64.18
Agent_656661,Electronics,38.84
Agent_2311667,Home & Furniture,69.03
Agent_2140145,Electronics,61.26
Agent_1810146,Electronics,4.11
Agent_2018025,Electronics,16.43
Agent_2195605,Auto & Accessories,48.51
Agent_1887177,Auto & Accessories,2.91
Agent_777254,Electronics,81.91
Agent_108807,Auto & Accessories,85.71
Agent_603107,Fashion,47.51
Agent_1939261,Home & Furniture,84.78
Agent_399385,Electronics,68.31
Agent_554123,Electronics,98.93
Agent_458799,Electronics,1.61
Agent_1121135,Electronics,11.56
Agent_481187,Fashion,81.97
Agent_30211,Fashion,50.69
Agent_401004,Auto & Accessories,3.50
Agent_677797,Auto & Accessories,4.18
Agent_1596260,Fashion,96.18
Agent_654095,Auto & Accessories,49.21
Agent_2205337,Electronics,15.49
Agent_115715,Electronics,45.57
Agent_2030477,Auto & Accessories,33.08
Agent_1887108,Auto & Accessories,85.25
Agent_1614960,Auto & Accessories,59.07
Agent_1502035,Fashion,16.74
Agent_2217128,Auto & Accessories,32.99
Agent_1129958,Fashion,1.82
Agent_289743,Fashion,15.38
Agent_300139,Fashion,24.38
Agent_2248854,Electronics,91.75
Agent_1454217,Fashion,35.52
Agent_1736398,Electronics,88.14
Agent_910088,Electronics,90.15
Agent_2230600,Home & Furniture,29.65
Agent_1729870,Electronics,22.73
Agent_256967,Home & Furniture,96.48
Agent_2256559,Home & Furniture,91.35
Agent_909776,Auto & Accessories,12.62
Agent_1209462,Electronics,28.65
Agent_1832674,Electronics,79.94
Agent_1415058,Home & Furniture,66.11
Agent_1764253,Fashion,31.01
Agent_1772448,Auto & Accessories,90.11
Agent_1332609,Fashion,5.26
Agent_379042,Fashion,80.62
Agent_447824,Fashion,53.52
Agent_1863132,Fashion,13.46
Agent_1407511,Electronics,9.60
Agent_908419,Fashion,64.63
Agent_964985,Auto & Accessories,11.59
Agent_882132,Auto & Accessories,69.94
Agent_111344,Electronics,48.70
Agent_1196105,Auto & Accessories,95.24
Agent_1853790,Electronics,35.26
Agent_2356545,Auto & Accessories,74.91
Agent_1215781,Home & Furniture,36.88
Agent_835507,Electronics,46.95
Agent_968292,Fashion,71.30
Agent_797856,Home & Furniture,58.34
Agent_957042,Auto & Accessories,43.07
Agent_437475,Home & Furniture,89.78
Agent_1196920,Home & Furniture,45.75
Agent_1462653,Fashion,44.52
Agent_105841,Home & Furniture,71.15
Agent_1719661,Auto & Accessories,10.59
Agent_1259152,Fashion,33.33
Agent_1683716,Home & Furniture,82.46
Agent_1188770,Auto & Accessories,88.38
Agent_1430228,Auto & Accessories,14.41
Agent_1540797,Fashion,54.17
Agent_144633,Home & Furniture,56.92
Agent_272120,Home & Furniture,40.52
Agent_1496519,Auto & Accessories,15.34
Agent_558277,Fashion,25.56
Agent_1586328,Auto & Accessories,37.20
Agent_736355,Auto & Accessories,86.70
Agent_872930,Home & Furniture,58.61
Agent_974578,Home & Furniture,9.73
Agent_1307666,Auto & Accessories,35.22
Agent_164786,Electronics,52.66
Agent_988575,Auto & Accessories,78.23
Agent_1587167,Auto & Accessories,62.01
Agent_2158708,Home & Furniture,25.48
Agent_1641712,Electronics,94.94
Agent_1679785,Electronics,11.03
Agent_271718,Auto & Accessories,71.05
Agent_1307564,Home & Furniture,33.95
Agent_1951851,Home & Furniture,42.98
Agent_1202049,Electronics,7.63
Agent_398754,Auto & Accessories,66.41
Agent_2039492,Home & Furniture,86.97
Agent_1624695,Auto & Accessories,16.24
Agent_1599412,Electronics,40.80
Agent_665543,Fashion,28.80
Agent_523983,Fashion,3.20
Agent_641655,Fashion,52.08
Agent_441724,Fashion,13.10
Agent_1822290,Home & Furniture,42.48
Agent_521680,Electronics,75.66
Agent_2068969,Home & Furniture,48.27
Agent_1831909,Auto & Accessories,45.14
Agent_625512,Electronics,71.49
Agent_173305,Auto & Accessories,64.41
Agent_613263,Fashion,53.88
Agent_1513934,Auto & Accessories,7.20
Agent_2375328,Electronics,11.25
Agent_2045981,Home & Furniture,9.01
Agent_182912,Electronics,84.97
Agent_522021,Auto & Accessories,52.38
Agent_2341273,Electronics,89.13
Agent_2111454,Home & Furniture,57.94
Agent_1214835,Electronics,85.41
Agent_894888,Fashion,55.47
Agent_1828876,Auto & Accessories,8.92
Agent_969767,Fashion,46.07
Agent_1682346,Home & Furniture,27.84
Agent_2317249,Auto & Accessories,24.04
Agent_80062,Auto & Accessories,47.13
Agent_120813,Electronics,89.17
Agent_1446933,Home & Furniture,10.87
Agent_2279801,Fashion,10.74
Agent_1006314,Fashion,72.83
Agent_2092288,Home & Furniture,76.92
Agent_1088509,Fashion,74.95
Agent_1329608,Home & Furniture,95.68
Agent_1235220,Electronics,54.16
Agent_1086943,Auto & Accessories,5.51
Agent_178713,Home & Furniture,12.58
Agent_1445075,Auto & Accessories,34.80
Agent_622471,Home & Furniture,31.20
Agent_1447708,Electronics,13.08
Agent_620694,Fashion,65.16
Agent_1381161,Home & Furniture,99.48
Agent_2251075,Electronics,78.79
Agent_938075,Home & Furniture,63.83
Agent_770204,Home & Furniture,86.93
Agent_2042380,Auto & Accessories,77.92
Agent_444512,Fashion,92.96
Agent_2386837,Auto & Accessories,44.30
Agent_805177,Electronics,23.15
Agent_1585603,Home & Furniture,24.13
Agent_2203742,Auto & Accessories,95.97
Agent_1579427,Home & Furniture,36.16
Agent_1178859,Electronics,30.88
